ticket_code,employee_id,technician_id,date_created,date_resolved,issue_category,issue_subcategory,priority,status,channel,resolution_time_hours,sla_target_hours,sla_met,satisfaction_score
TKT-03654,256,6,2026-07-14 11:59:00,2026-07-15 05:41:00,Security,Phishing Report,High,Resolved,Portal,17.70,8,0,1
TKT-03655,83,1,2026-02-09 16:39:00,2026-02-12 02:34:12,Network,DNS Resolution,Low,Resolved,Email,57.92,48,0,2
TKT-03656,410,7,2026-03-12 11:02:00,2026-03-12 12:24:48,Hardware,Monitor Issue,High,Resolved,Portal,1.38,8,1,4
TKT-03657,441,7,2026-01-30 18:30:00,2026-01-30 22:12:36,Account Access,MFA Issue,High,Resolved,Phone,3.71,8,1,5
TKT-03658,489,6,2026-04-09 11:52:00,2026-04-09 20:05:12,Network,No Internet Access,High,Resolved,Portal,8.22,8,0,2
TKT-03659,227,8,2026-03-02 15:57:00,2026-03-02 18:57:00,Security,Phishing Report,Medium,Resolved,Portal,3.00,24,1,5
TKT-03660,252,6,2025-10-14 13:09:00,2025-10-16 05:37:48,Network,VPN Connection,Medium,Resolved,Email,40.48,24,0,2
TKT-03661,170,10,2025-07-31 13:55:00,2025-08-01 05:55:00,Printing,Printer Offline,Low,Resolved,Portal,16.00,48,1,5
TKT-03662,419,5,2025-02-21 13:27:00,2025-02-21 15:46:12,Network,DNS Resolution,High,Resolved,Portal,2.32,8,1,5
TKT-03663,304,6,2025-03-25 18:47:00,2025-03-26 13:24:12,Hardware,Laptop Won't Start,Medium,Resolved,Phone,18.62,24,1,5
TKT-03664,39,5,2025-12-31 15:35:00,2025-12-31 22:57:12,Security,Suspicious Email,High,Closed,Phone,7.37,8,1,5
TKT-03665,306,9,2026-08-04 09:08:00,2026-08-04 15:23:00,Network,Wi-Fi Connectivity,Medium,Resolved,Phone,6.25,24,1,5
TKT-03666,307,12,2026-06-03 18:48:00,2026-06-04 19:57:36,Account Access,Permissions Request,Low,Resolved,Email,25.16,48,1,4
TKT-03667,328,5,2025-11-11 12:21:00,2025-11-11 23:22:48,Printing,Printer Offline,Medium,Resolved,Email,11.03,24,1,3
TKT-03668,457,7,2026-01-06 09:32:00,2026-01-06 17:06:12,Account Access,MFA Issue,Medium,Closed,Email,7.57,24,1,3
TKT-03669,2,11,2026-05-07 15:19:00,2026-05-07 23:21:24,Software,Microsoft 365 Issue,Medium,Resolved,Portal,8.04,24,1,4
TKT-03670,431,5,2025-12-15 11:39:00,2025-12-15 18:22:12,Security,Phishing Report,Medium,Closed,Portal,6.72,24,1,4
TKT-03671,76,1,2025-06-16 08:41:00,2025-06-16 09:53:00,Security,Unauthorized Access Concern,Critical,Closed,Phone,1.20,4,1,5
TKT-03672,76,10,2026-04-09 12:58:00,2026-04-09 15:40:36,Account Access,Password Reset,High,Resolved,Portal,2.71,8,1,4
TKT-03673,163,2,2025-05-15 11:10:00,2025-05-15 16:51:24,Network,Wi-Fi Connectivity,High,Resolved,Phone,5.69,8,1,4
TKT-03674,376,4,2026-01-21 08:13:00,2026-01-21 15:54:24,Security,Unauthorized Access Concern,High,Resolved,Phone,7.69,8,1,4
TKT-03675,248,12,2026-02-03 09:30:00,2026-02-04 00:21:00,Printing,Print Queue Stuck,Medium,Resolved,Phone,14.85,24,1,3
TKT-03676,250,4,2026-07-06 12:27:00,2026-07-06 15:23:24,Network,Wi-Fi Connectivity,Critical,Resolved,Portal,2.94,4,1,4
TKT-03677,265,10,2025-08-08 10:43:00,2025-08-08 13:11:48,Network,Slow Network,High,Resolved,Walk-up,2.48,8,1,5
TKT-03678,147,1,2026-07-23 08:41:00,2026-07-24 23:11:00,Software,Application Access,Medium,Resolved,Phone,38.50,24,0,4
TKT-03679,341,4,2026-05-19 10:20:00,2026-05-19 14:56:36,Printing,Driver Issue,Medium,Resolved,Walk-up,4.61,24,1,5
TKT-03680,94,3,2025-07-03 12:27:00,2025-07-03 17:38:24,Network,VPN Connection,High,Resolved,Portal,5.19,8,1,5
TKT-03681,273,4,2025-10-08 18:59:00,2025-10-08 21:24:12,Account Access,Locked Account,High,Closed,Phone,2.42,8,1,5
TKT-03682,496,5,2025-03-17 14:03:00,2025-03-18 23:57:36,Network,Slow Network,Medium,Resolved,Walk-up,33.91,24,0,3
TKT-03683,206,1,2025-07-16 16:05:00,2025-07-17 00:46:24,Security,Lost/Stolen Device,High,Closed,Phone,8.69,8,0,3
TKT-03684,136,10,2026-05-05 17:37:00,2026-05-05 18:58:36,Account Access,Password Reset,High,Closed,Email,1.36,8,1,5
TKT-03685,165,9,2025-03-19 11:32:00,2025-03-19 21:25:24,Software,Browser Issue,Low,Resolved,Phone,9.89,48,1,4
TKT-03686,111,8,2025-10-27 08:05:00,2025-10-28 02:20:36,Network,VPN Connection,High,Closed,Email,18.26,8,0,1
TKT-03687,39,9,2026-03-10 19:59:00,2026-03-12 06:30:48,Software,Application Access,Medium,Resolved,Phone,34.53,24,0,1
TKT-03688,372,10,2025-02-11 09:41:00,2025-02-11 21:17:36,Network,Wi-Fi Connectivity,Critical,Resolved,Walk-up,11.61,4,0,2
TKT-03689,496,3,2025-11-07 14:00:00,2025-11-07 19:29:24,Printing,Printer Offline,High,Resolved,Portal,5.49,8,1,5
TKT-03690,312,1,2025-01-01 09:47:00,2025-01-01 13:03:12,Software,Browser Issue,High,Resolved,Phone,3.27,8,1,5
TKT-03691,392,8,2026-07-13 11:26:00,2026-07-13 18:45:12,Hardware,Laptop Performance,High,Resolved,Portal,7.32,8,1,5
TKT-03692,255,1,2025-01-29 11:59:00,2025-01-29 21:24:12,Printing,Printer Offline,High,Resolved,Phone,9.42,8,0,4
TKT-03693,308,12,2025-10-10 17:15:00,2025-10-11 01:49:48,Software,Microsoft 365 Issue,Medium,Resolved,Phone,8.58,24,1,4
TKT-03694,306,3,2025-12-02 14:12:00,2025-12-03 05:06:36,Network,No Internet Access,High,Resolved,Phone,14.91,8,0,2
TKT-03695,234,8,2025-07-04 16:21:00,2025-07-04 21:15:00,Security,Lost/Stolen Device,High,Resolved,Email,4.90,8,1,4
TKT-03696,106,6,2026-02-16 09:27:00,2026-02-16 10:43:12,Security,Unauthorized Access Concern,High,Closed,Phone,1.27,8,1,5
TKT-03697,307,5,2025-09-10 10:16:00,2025-09-10 11:41:12,Security,Phishing Report,Critical,Resolved,Phone,1.42,4,1,4
TKT-03698,315,1,2025-08-07 12:20:00,2025-08-07 23:10:24,Printing,Print Queue Stuck,Medium,Resolved,Email,10.84,24,1,4
TKT-03699,99,8,2026-01-27 12:54:00,2026-01-27 17:38:24,Network,Slow Network,Medium,Resolved,Walk-up,4.74,24,1,5
TKT-03700,168,7,2026-04-22 07:57:00,2026-04-22 10:55:48,Account Access,Password Reset,Medium,Resolved,Email,2.98,24,1,5
TKT-03701,221,4,2026-02-17 17:38:00,2026-02-18 10:09:48,Network,VPN Connection,High,Resolved,Portal,16.53,8,0,4
TKT-03702,382,7,2026-06-22 10:43:00,2026-06-22 21:36:24,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,10.89,24,1,5
TKT-03703,105,7,2026-04-24 09:12:00,2026-04-24 13:18:00,Printing,Printer Offline,Medium,Resolved,Portal,4.10,24,1,4
TKT-03704,357,7,2025-11-26 13:50:00,2025-11-26 15:04:24,Account Access,Password Reset,High,Closed,Email,1.24,8,1,4
TKT-03705,83,11,2025-05-20 14:29:00,2025-05-20 21:18:12,Software,Microsoft 365 Issue,Medium,Resolved,Email,6.82,24,1,3
TKT-03706,408,3,2025-08-12 12:50:00,2025-08-12 15:27:48,Software,Browser Issue,High,Resolved,Portal,2.63,8,1,5
TKT-03707,167,4,2026-08-05 16:02:00,2026-08-06 05:45:48,Network,Wi-Fi Connectivity,High,Resolved,Email,13.73,8,0,2
TKT-03708,55,1,2025-07-30 18:26:00,2025-08-01 00:38:00,Security,Unauthorized Access Concern,Low,Resolved,Email,30.20,48,1,4
TKT-03709,162,6,2025-05-01 18:31:00,2025-05-02 03:13:00,Software,Software Installation,Medium,Resolved,Email,8.70,24,1,4
TKT-03710,212,1,2025-12-11 14:13:00,2025-12-13 16:53:12,Hardware,Keyboard/Mouse,Low,Resolved,Phone,50.67,48,0,1
TKT-03711,280,1,2025-10-10 09:00:00,2025-10-11 03:51:36,Software,Application Crash,Medium,Resolved,Portal,18.86,24,1,5
TKT-03712,93,10,2025-06-25 12:39:00,2025-06-25 21:03:36,Account Access,MFA Issue,Critical,Closed,Email,8.41,4,0,2
TKT-03713,129,10,2026-06-26 10:22:00,2026-06-26 11:40:36,Account Access,Password Reset,Medium,Closed,Walk-up,1.31,24,1,5
TKT-03714,248,4,2026-06-08 14:07:00,2026-06-08 21:52:36,Network,Wi-Fi Connectivity,High,Resolved,Walk-up,7.76,8,1,4
TKT-03715,455,10,2025-10-08 12:06:00,2025-10-08 16:29:24,Printing,Printer Offline,Medium,Closed,Email,4.39,24,1,5
TKT-03716,281,9,2025-03-26 09:48:00,2025-03-26 11:13:12,Security,Phishing Report,High,Resolved,Phone,1.42,8,1,4
TKT-03717,446,1,2025-06-10 15:19:00,2025-06-11 07:16:36,Network,VPN Connection,Medium,Closed,Phone,15.96,24,1,5
TKT-03718,187,10,2025-07-11 15:19:00,2025-07-13 03:17:48,Network,Slow Network,Low,Resolved,Email,35.98,48,1,4
TKT-03719,70,5,2026-04-13 11:25:00,2026-04-14 04:26:12,Software,Microsoft 365 Issue,High,Resolved,Email,17.02,8,0,1
TKT-03720,170,1,2025-01-28 11:39:00,2025-01-28 19:00:00,Account Access,MFA Issue,Low,Resolved,Portal,7.35,48,1,5
TKT-03721,24,5,2026-05-13 10:46:00,2026-05-13 15:43:36,Network,DNS Resolution,Medium,Resolved,Portal,4.96,24,1,5
TKT-03722,113,6,2026-03-16 07:21:00,2026-03-16 14:34:12,Software,Application Crash,High,Resolved,Email,7.22,8,1,4
TKT-03723,80,5,2025-07-04 15:53:00,2025-07-04 18:38:00,Account Access,Permissions Request,Medium,Resolved,Email,2.75,24,1,5
TKT-03724,242,11,2025-03-12 17:07:00,2025-03-13 06:50:12,Network,VPN Connection,High,Resolved,Portal,13.72,8,0,2
TKT-03725,41,10,2025-01-20 13:02:00,2025-01-20 15:00:12,Software,Application Crash,High,Resolved,Portal,1.97,8,1,5
TKT-03726,356,10,2025-03-28 07:55:00,2025-03-28 10:19:36,Software,Application Crash,High,Resolved,Portal,2.41,8,1,4
TKT-03727,150,12,2026-06-05 16:36:00,2026-06-07 06:21:00,Network,VPN Connection,Low,Resolved,Walk-up,37.75,48,1,4
TKT-03728,273,4,2025-02-13 17:20:00,2025-02-14 01:17:36,Security,Phishing Report,Medium,Closed,Portal,7.96,24,1,4
TKT-03729,414,9,2026-03-25 18:20:00,2026-03-25 20:12:48,Account Access,Password Reset,Medium,Resolved,Portal,1.88,24,1,4
TKT-03730,262,1,2025-09-03 15:44:00,2025-09-03 20:10:24,Hardware,Monitor Issue,Medium,Resolved,Portal,4.44,24,1,5
TKT-03731,62,10,2025-07-03 16:09:00,2025-07-04 06:55:12,Software,Application Access,Medium,Closed,Portal,14.77,24,1,5
TKT-03732,436,2,2025-09-02 12:21:00,2025-09-03 04:04:12,Network,Wi-Fi Connectivity,Medium,Resolved,Walk-up,15.72,24,1,4
TKT-03733,468,3,2025-10-29 08:31:00,2025-10-30 06:29:48,Hardware,Keyboard/Mouse,Medium,Closed,Portal,21.98,24,1,4
TKT-03734,349,5,2025-01-08 11:01:00,2025-01-08 13:52:00,Security,Suspicious Email,High,Closed,Portal,2.85,8,1,4
TKT-03735,26,4,2025-11-03 17:37:00,2025-11-03 19:23:48,Security,Phishing Report,High,Resolved,Portal,1.78,8,1,5
TKT-03736,212,9,2025-06-09 14:22:00,2025-06-09 21:50:12,Security,Phishing Report,High,Resolved,Phone,7.47,8,1,5
TKT-03737,28,3,2025-01-21 11:37:00,2025-01-21 13:11:48,Account Access,Password Reset,Medium,Resolved,Phone,1.58,24,1,4
TKT-03738,347,10,2025-02-04 10:51:00,2025-02-04 19:24:00,Hardware,Laptop Performance,Medium,Resolved,Email,8.55,24,1,4
TKT-03739,98,2,2026-07-01 10:59:00,2026-07-01 17:40:24,Printing,Printer Offline,Medium,Resolved,Portal,6.69,24,1,4
TKT-03740,76,10,2025-09-05 18:44:00,2025-09-06 00:21:48,Network,No Internet Access,Critical,Resolved,Portal,5.63,4,0,2
TKT-03741,316,1,2026-02-12 13:39:00,2026-02-13 05:27:36,Network,No Internet Access,Medium,Resolved,Walk-up,15.81,24,1,4
TKT-03742,241,9,2026-05-06 08:45:00,2026-05-06 19:42:00,Network,VPN Connection,High,Closed,Email,10.95,8,0,1
TKT-03743,170,1,2025-08-13 09:29:00,2025-08-13 18:56:00,Printing,Printer Offline,Medium,Resolved,Email,9.45,24,1,5
TKT-03744,303,7,2025-09-08 14:09:00,2025-09-09 21:13:48,Network,VPN Connection,Low,Closed,Email,31.08,48,1,5
TKT-03745,194,8,2025-03-10 10:24:00,2025-03-10 22:41:24,Hardware,Monitor Issue,Medium,Resolved,Portal,12.29,24,1,3
TKT-03746,83,1,2025-03-11 17:15:00,2025-03-12 10:12:00,Network,VPN Connection,High,Resolved,Phone,16.95,8,0,3
TKT-03747,20,4,2025-01-13 09:22:00,2025-01-15 04:48:24,Network,Wi-Fi Connectivity,Medium,Closed,Portal,43.44,24,0,1
TKT-03748,215,12,2025-10-22 10:19:00,2025-10-24 04:29:48,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,42.18,24,0,2
TKT-03749,216,1,2026-08-11 09:14:00,2026-08-11 14:46:24,Printing,Printer Offline,Medium,Resolved,Email,5.54,24,1,5
TKT-03750,39,3,2025-09-26 16:31:00,2025-09-27 01:18:24,Security,Phishing Report,Medium,Resolved,Portal,8.79,24,1,5
TKT-03751,470,11,2025-07-02 12:19:00,2025-07-03 10:37:00,Network,Wi-Fi Connectivity,Medium,Resolved,Phone,22.30,24,1,3
TKT-03752,399,9,2026-07-06 09:58:00,2026-07-06 10:31:36,Account Access,Password Reset,Critical,Resolved,Walk-up,0.56,4,1,3
TKT-03753,32,7,2026-02-03 07:37:00,2026-02-05 14:36:24,Hardware,Battery/Power,Medium,Resolved,Phone,54.99,24,0,2
TKT-03754,101,11,2026-03-19 16:58:00,2026-03-20 02:45:24,Account Access,MFA Issue,Medium,Resolved,Phone,9.79,24,1,5
TKT-03755,45,9,2026-03-18 10:30:00,2026-03-19 01:25:48,Hardware,Laptop Performance,High,Resolved,Phone,14.93,8,0,3
TKT-03756,122,2,2025-04-08 09:51:00,2025-04-08 16:20:24,Hardware,Laptop Performance,Medium,Resolved,Portal,6.49,24,1,5
TKT-03757,357,11,2025-10-10 10:20:00,2025-10-10 11:24:12,Account Access,Password Reset,High,Resolved,Portal,1.07,8,1,5
TKT-03758,191,3,2026-04-30 10:57:00,2026-05-01 06:36:36,Security,Suspicious Email,Low,Resolved,Portal,19.66,48,1,3
TKT-03759,92,11,2025-02-12 14:00:00,2025-02-12 19:36:36,Network,VPN Connection,Critical,Resolved,Portal,5.61,4,0,1
TKT-03760,105,6,2026-08-27 12:28:00,2026-08-27 15:44:48,Account Access,Password Reset,Low,Resolved,Email,3.28,48,1,5
TKT-03761,459,11,2025-08-22 15:32:00,2025-08-22 21:05:36,Software,Software Installation,Medium,Resolved,Walk-up,5.56,24,1,5
TKT-03762,497,4,2026-02-16 07:54:00,2026-02-16 15:13:12,Network,No Internet Access,High,Resolved,Portal,7.32,8,1,4
TKT-03763,263,4,2025-08-21 14:09:00,2025-08-22 06:26:24,Software,Software Installation,Medium,Resolved,Portal,16.29,24,1,5
TKT-03764,21,1,2025-12-24 14:52:00,2025-12-24 15:19:00,Account Access,Password Reset,Medium,Resolved,Portal,0.45,24,1,4
TKT-03765,60,2,2026-01-29 15:27:00,2026-01-29 21:54:00,Software,Application Access,High,Resolved,Phone,6.45,8,1,4
TKT-03766,58,12,2025-03-06 16:02:00,2025-03-07 04:43:24,Security,Phishing Report,Medium,Resolved,Portal,12.69,24,1,5
TKT-03767,84,8,2025-04-16 09:15:00,2025-04-16 13:21:36,Software,Software Installation,High,Resolved,Walk-up,4.11,8,1,4
TKT-03768,341,4,2025-01-20 18:07:00,2025-01-21 05:16:36,Printing,Printer Offline,Medium,Resolved,Phone,11.16,24,1,4
TKT-03769,308,6,2026-03-09 16:02:00,2026-03-09 23:11:36,Network,No Internet Access,High,Resolved,Portal,7.16,8,1,4
TKT-03770,168,6,2025-06-19 07:08:00,2025-06-19 08:59:36,Printing,Printer Permissions,High,Closed,Portal,1.86,8,1,5
TKT-03771,407,11,2026-04-29 10:03:00,2026-04-30 14:18:00,Hardware,Monitor Issue,Medium,Resolved,Phone,28.25,24,0,2
TKT-03772,363,1,2026-01-06 11:20:00,2026-01-06 19:25:24,Security,Phishing Report,Medium,Closed,Walk-up,8.09,24,1,4
TKT-03773,413,8,2025-11-14 17:46:00,2025-11-15 10:55:00,Network,VPN Connection,Medium,Resolved,Portal,17.15,24,1,4
TKT-03774,145,10,2026-05-27 09:18:00,2026-05-28 08:53:24,Printing,Print Queue Stuck,Low,Closed,Phone,23.59,48,1,4
TKT-03775,312,10,2026-06-09 10:15:00,2026-06-09 11:12:00,Account Access,MFA Issue,High,Closed,Portal,0.95,8,1,3
TKT-03776,239,12,2026-06-05 15:55:00,2026-06-05 17:11:12,Software,Browser Issue,High,Resolved,Portal,1.27,8,1,4
TKT-03777,133,3,2025-05-05 09:42:00,2025-05-05 16:00:00,Hardware,Laptop Performance,High,Resolved,Email,6.30,8,1,4
TKT-03778,49,1,2025-01-29 09:26:00,2025-01-29 14:29:36,Account Access,Locked Account,Medium,Closed,Email,5.06,24,1,4
TKT-03779,39,11,2026-03-13 15:53:00,2026-03-16 11:42:12,Security,Suspicious Email,Medium,Resolved,Portal,67.82,24,0,3
TKT-03780,221,8,2026-07-20 16:47:00,2026-07-21 06:57:12,Printing,Driver Issue,Medium,Closed,Portal,14.17,24,1,5
TKT-03781,440,2,2025-03-19 13:57:00,2025-03-20 01:45:36,Network,Wi-Fi Connectivity,High,Resolved,Email,11.81,8,0,2
TKT-03782,173,2,2025-03-18 17:38:00,2025-03-18 23:03:48,Security,Phishing Report,High,Resolved,Email,5.43,8,1,5
TKT-03783,207,2,2026-04-17 17:54:00,2026-04-18 07:01:12,Software,Software Installation,Medium,Resolved,Portal,13.12,24,1,5
TKT-03784,383,1,2026-05-18 16:19:00,2026-05-19 03:37:00,Software,Application Crash,Medium,Closed,Portal,11.30,24,1,4
TKT-03785,155,6,2026-03-06 11:36:00,2026-03-06 22:07:48,Network,VPN Connection,High,Resolved,Portal,10.53,8,0,2
TKT-03786,461,9,2026-05-07 11:11:00,2026-05-07 17:57:12,Software,Browser Issue,Medium,Resolved,Email,6.77,24,1,5
TKT-03787,465,1,2025-06-09 11:51:00,2025-06-09 23:09:36,Network,Wi-Fi Connectivity,Medium,Closed,Email,11.31,24,1,4
TKT-03788,39,12,2025-07-24 11:32:00,2025-07-24 22:54:12,Hardware,Laptop Performance,Low,Resolved,Email,11.37,48,1,3
TKT-03789,117,6,2026-05-20 18:38:00,2026-05-20 19:32:36,Account Access,Locked Account,High,Resolved,Phone,0.91,8,1,4
TKT-03790,26,8,2025-07-08 08:28:00,2025-07-08 20:07:36,Software,Microsoft 365 Issue,Medium,Closed,Portal,11.66,24,1,5
TKT-03791,108,3,2026-04-03 17:53:00,2026-04-04 15:46:24,Printing,Printer Offline,Low,Closed,Phone,21.89,48,1,3
TKT-03792,122,11,2025-12-29 13:06:00,2025-12-29 22:13:48,Account Access,Locked Account,Low,Resolved,Phone,9.13,48,1,3
TKT-03793,109,10,2025-07-02 17:52:00,2025-07-02 22:11:12,Account Access,Locked Account,Medium,Resolved,Portal,4.32,24,1,4
TKT-03794,312,6,2025-03-03 11:52:00,2025-03-03 20:05:48,Security,Phishing Report,Medium,Resolved,Email,8.23,24,1,4
TKT-03795,412,1,2025-02-06 17:57:00,2025-02-07 02:12:36,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,8.26,24,1,5
TKT-03796,39,11,2026-03-16 18:45:00,2026-03-17 16:18:36,Account Access,MFA Issue,Medium,Resolved,Email,21.56,24,1,5
TKT-03797,330,1,2025-06-02 10:38:00,2025-06-02 18:32:36,Software,Application Crash,High,Closed,Portal,7.91,8,1,5
TKT-03798,182,9,2026-06-04 12:29:00,2026-06-04 19:43:24,Printing,Print Queue Stuck,Medium,Resolved,Walk-up,7.24,24,1,3
TKT-03799,189,10,2025-07-14 11:13:00,2025-07-14 13:36:24,Account Access,MFA Issue,High,Resolved,Phone,2.39,8,1,4
TKT-03800,179,10,2025-06-10 17:26:00,2025-06-10 20:19:24,Security,Suspicious Email,High,Closed,Phone,2.89,8,1,3
TKT-03801,347,4,2025-01-01 16:07:00,2025-01-01 20:13:36,Network,Wi-Fi Connectivity,High,Resolved,Email,4.11,8,1,5
TKT-03802,153,11,2026-01-07 13:30:00,2026-01-07 17:23:24,Network,Wi-Fi Connectivity,High,Resolved,Portal,3.89,8,1,4
TKT-03803,37,1,2025-03-17 08:06:00,2025-03-17 20:45:36,Network,Wi-Fi Connectivity,Medium,Closed,Walk-up,12.66,24,1,3
TKT-03804,274,10,2025-09-05 16:04:00,2025-09-05 18:39:24,Account Access,Password Reset,Medium,Resolved,Email,2.59,24,1,3
TKT-03805,114,7,2025-03-04 08:03:00,2025-03-05 11:57:36,Software,Microsoft 365 Issue,Medium,Resolved,Portal,27.91,24,0,4
TKT-03806,15,11,2025-09-15 11:15:00,2025-09-16 00:49:12,Software,Application Crash,Medium,Resolved,Portal,13.57,24,1,4
TKT-03807,245,7,2025-05-20 08:59:00,2025-05-21 23:49:24,Network,DNS Resolution,Medium,Resolved,Portal,38.84,24,0,1
TKT-03808,394,10,2026-05-04 16:34:00,2026-05-04 19:12:24,Software,Application Crash,High,Resolved,Portal,2.64,8,1,4
TKT-03809,299,1,2026-01-16 14:55:00,2026-01-18 03:13:00,Software,Microsoft 365 Issue,Medium,Resolved,Email,36.30,24,0,2
TKT-03810,347,5,2025-12-05 16:54:00,2025-12-06 04:33:00,Printing,Driver Issue,Medium,Resolved,Portal,11.65,24,1,4
TKT-03811,120,3,2025-05-02 14:01:00,2025-05-02 19:43:36,Security,Unauthorized Access Concern,Medium,Closed,Phone,5.71,24,1,5
TKT-03812,392,7,2026-04-24 08:38:00,2026-04-24 14:47:36,Hardware,Laptop Performance,Medium,Resolved,Portal,6.16,24,1,5
TKT-03813,408,10,2026-04-08 15:58:00,2026-04-09 12:05:48,Network,Wi-Fi Connectivity,Medium,Closed,Phone,20.13,24,1,5
TKT-03814,311,2,2025-11-26 07:35:00,2025-11-26 16:21:48,Network,No Internet Access,High,Resolved,Walk-up,8.78,8,0,2
TKT-03815,198,4,2025-01-27 18:36:00,2025-01-27 19:22:12,Hardware,Docking Station,High,Resolved,Portal,0.77,8,1,4
TKT-03816,96,12,2026-01-16 12:00:00,2026-01-16 13:39:36,Network,Wi-Fi Connectivity,High,Resolved,Phone,1.66,8,1,5
TKT-03817,264,8,2025-10-31 18:15:00,2025-10-31 23:53:24,Account Access,Permissions Request,Medium,Resolved,Email,5.64,24,1,5
TKT-03818,489,9,2025-05-15 18:31:00,2025-05-16 04:42:24,Network,DNS Resolution,High,Closed,Portal,10.19,8,0,2
TKT-03819,40,2,2025-10-14 12:34:00,2025-10-15 05:26:48,Hardware,Docking Station,Medium,Resolved,Portal,16.88,24,1,5
TKT-03820,244,12,2025-04-30 17:37:00,2025-05-01 00:43:00,Hardware,Laptop Performance,High,Resolved,Email,7.10,8,1,3
TKT-03821,476,7,2025-08-07 13:51:00,2025-08-07 22:07:48,Account Access,Permissions Request,Low,Closed,Portal,8.28,48,1,5
TKT-03822,257,8,2025-04-24 12:58:00,2025-04-25 04:44:48,Network,No Internet Access,Medium,Closed,Phone,15.78,24,1,5
TKT-03823,196,1,2025-04-17 11:27:00,2025-04-18 03:54:36,Software,Application Access,Medium,Resolved,Portal,16.46,24,1,5
TKT-03824,239,5,2025-04-16 11:29:00,2025-04-16 13:44:36,Account Access,Password Reset,High,Resolved,Email,2.26,8,1,5
TKT-03825,86,8,2026-04-17 15:21:00,2026-04-18 09:30:36,Network,Wi-Fi Connectivity,Medium,Closed,Portal,18.16,24,1,5
TKT-03826,434,7,2026-01-20 18:22:00,2026-01-20 19:52:00,Account Access,Password Reset,Medium,Resolved,Portal,1.50,24,1,5
TKT-03827,349,8,2025-07-03 13:49:00,2025-07-03 23:35:12,Software,Software Installation,Medium,Closed,Email,9.77,24,1,5
TKT-03828,42,2,2026-01-29 19:43:00,2026-01-30 12:31:36,Printing,Printer Permissions,Low,Resolved,Portal,16.81,48,1,3
TKT-03829,215,3,2025-11-03 15:27:00,2025-11-03 22:48:36,Software,Software Installation,Medium,Resolved,Portal,7.36,24,1,5
TKT-03830,346,8,2025-12-26 13:14:00,2025-12-26 14:29:00,Security,Phishing Report,Critical,Resolved,Phone,1.25,4,1,3
TKT-03831,292,8,2025-05-06 16:23:00,2025-05-06 21:05:36,Account Access,Password Reset,Medium,Resolved,Phone,4.71,24,1,5
TKT-03832,243,3,2025-10-23 11:50:00,2025-10-24 02:34:24,Hardware,Battery/Power,Medium,Closed,Portal,14.74,24,1,5
TKT-03833,62,12,2026-05-29 10:56:00,2026-05-31 17:49:24,Network,Wi-Fi Connectivity,Medium,Resolved,Portal,54.89,24,0,1
TKT-03834,279,3,2026-05-20 19:13:00,2026-05-21 21:45:24,Network,VPN Connection,Medium,Closed,Email,26.54,24,0,2
TKT-03835,104,8,2025-11-28 13:50:00,2025-11-29 16:06:48,Network,DNS Resolution,Medium,Closed,Portal,26.28,24,0,2
TKT-03836,16,5,2025-06-12 07:39:00,2025-06-12 16:02:24,Software,Software Installation,Low,Resolved,Portal,8.39,48,1,5
TKT-03837,36,12,2026-03-09 10:52:00,2026-03-09 13:36:24,Hardware,Laptop Performance,High,Resolved,Phone,2.74,8,1,5
TKT-03838,243,4,2025-10-10 09:45:00,2025-10-10 10:35:24,Account Access,Password Reset,Medium,Resolved,Phone,0.84,24,1,5
TKT-03839,446,11,2025-11-17 12:12:00,2025-11-17 16:10:12,Security,Phishing Report,High,Resolved,Portal,3.97,8,1,4
TKT-03840,95,4,2025-04-07 12:19:00,2025-04-08 09:06:24,Software,Application Access,Medium,Closed,Portal,20.79,24,1,3
TKT-03841,398,7,2025-11-11 10:04:00,2025-11-11 13:32:48,Software,Application Access,Critical,Closed,Email,3.48,4,1,4
TKT-03842,163,12,2025-03-04 11:01:00,2025-03-04 12:35:12,Security,Phishing Report,High,Resolved,Portal,1.57,8,1,5
TKT-03843,267,9,2025-12-25 14:24:00,2025-12-25 17:36:00,Software,Application Crash,High,Resolved,Email,3.20,8,1,4
TKT-03844,289,6,2025-04-29 13:02:00,2025-04-29 18:03:12,Network,No Internet Access,High,Resolved,Phone,5.02,8,1,5
TKT-03845,271,3,2025-05-19 13:58:00,2025-05-19 22:14:12,Network,No Internet Access,Medium,Resolved,Portal,8.27,24,1,4
TKT-03846,71,3,2025-09-11 13:51:00,2025-09-12 05:53:24,Network,Wi-Fi Connectivity,Medium,Closed,Phone,16.04,24,1,5
TKT-03847,269,12,2026-04-24 08:37:00,2026-04-24 13:50:48,Software,Application Crash,Medium,Resolved,Portal,5.23,24,1,3
TKT-03848,190,12,2025-09-18 08:56:00,2025-09-18 15:29:00,Software,Microsoft 365 Issue,Medium,Resolved,Portal,6.55,24,1,4
TKT-03849,51,2,2026-03-13 09:25:00,2026-03-13 18:50:12,Software,Application Crash,Low,Resolved,Email,9.42,48,1,4
TKT-03850,302,1,2025-10-14 12:20:00,2025-10-14 20:50:00,Network,VPN Connection,High,Resolved,Walk-up,8.50,8,0,2
